it;exchange;exchange;exchange;exchangeRand;exchangeRand;exchangeRand;swap;swap;swap;inversion;inversion;inversion;scramble;scramble;scramble;randShuffle;randShuffle;randShuffle;add;add;add;addRand;addRand;addRand
606;31;1034,82;1020,53;26;1034,82;1018,06;32;1034,82;1015,37;18;1034,82;997,875;23;1034,82;971,31;45;1034,82;889,166;32;1034,82;1000,95;33;1034,82;1020,25
607;20;1034,82;1032,14;38;1034,82;1012,11;28;1034,82;1019,93;32;1034,82;990,061;34;1034,84;989,719;39;1034,82;843,03;23;1034,82;1021,62;26;1034,82;1013,94
608;31;1034,82;1018,17;26;1034,82;994,404;22;1034,82;1012,07;21;1034,82;973,661;32;1034,82;967,226;53;1034,82;833,576;33;1034,82;1016,16;22;1034,82;1011,1
609;27;1034,82;1002,53;25;1034,82;1001,6;32;1034,82;1001,24;21;1034,82;977,877;36;1034,82;988,426;46;1034,82;864,755;27;1034,82;1017,34;26;1034,82;983,817
610;22;1034,82;1030,39;29;1034,82;992,582;31;1034,82;1019,24;19;1034,82;988,947;34;1034,82;978,651;46;1034,82;827,125;30;1034,82;998,059;29;1034,82;1018,74
611;32;1034,82;1002,07;19;1034,82;1015,92;25;1034,82;1012,31;23;1034,82;995,757;32;1034,82;980,811;54;1034,82;865,98;19;1034,82;1003,88;36;1034,82;1004,22
612;25;1034,82;1015,86;35;1034,82;1007,97;39;1034,82;1011,65;26;1034,82;977,4;28;1034,82;1005,31;38;1034,82;825,086;25;1034,82;1008,27;24;1034,82;1009,83
613;22;1034,82;1022,38;40;1034,82;1006,77;25;1034,82;1007,08;19;1034,82;990,693;22;1034,82;981,855;50;1034,82;855,876;30;1034,82;1018,3;32;1034,82;1007,2
614;27;1034,82;1024,01;30;1034,82;1013,29;25;1034,82;1011,67;32;1034,82;973,97;40;1034,82;980,555;34;1034,82;852,519;30;1034,82;1004,51;22;1032,84;994,751
615;25;1034,82;1017,87;32;1034,82;1008,5;22;1034,82;1007,39;24;1034,82;982,811;33;1034,82;986,935;45;1034,82;849,831;29;1034,82;1015,38;30;1034,82;1011,12
616;26;1034,82;1015,8;26;1034,82;988,769;31;1034,82;1010,6;27;1034,82;983,427;41;1034,82;984,661;42;1034,82;862,446;26;1034,82;1018,09;21;1034,82;1012,92
617;20;1034,82;1030,05;33;1034,82;1004,98;20;1034,82;1026,98;31;1034,82;975,948;26;1034,82;983,88;51;1034,82;854,309;30;1034,82;1019,48;29;1034,82;1018,66
618;22;1034,82;1022,38;36;1034,82;998,122;37;1034,82;999;20;1034,82;1002,51;34;1034,82;979,638;44;1034,82;855,659;27;1034,82;1009,06;20;1034,82;1008,99
619;16;1034,82;1029,93;31;1034,82;1014,05;18;1034,82;996,931;32;1034,82;985,201;35;1034,82;971,658;46;1034,82;876,053;40;1034,82;1008,67;22;1034,82;1017,42
620;19;1034,82;1019,08;30;1034,82;1003,5;28;1034,82;1013,26;22;1034,82;990,319;29;1034,82;984,331;44;1034,82;835,767;41;1034,82;1024,15;27;1034,82;1002,87
621;21;1034,82;1031,19;22;1034,82;1014,16;25;1034,83;1012,33;19;1034,82;953,262;25;1034,82;978,102;53;1034,82;864,438;44;1034,82;1015,64;31;1034,82;1005,14
622;33;1034,82;1030,18;28;1034,82;1008,94;23;1034,82;1004,24;27;1034,82;974,119;28;1034,82;990,88;37;1034,82;856,141;38;1034,82;1014,36;26;1034,82;1005,65
623;23;1034,82;1029,76;35;1034,82;1015,16;28;1034,82;1021,32;27;1034,82;966,652;34;1034,82;997,668;37;1034,82;831,892;30;1034,82;1009,91;26;1034,82;1012,92
624;35;1034,82;1015,43;27;1034,82;1006,28;29;1034,82;1013,62;17;1034,82;1004,9;36;1034,82;988,009;41;1034,82;853,855;22;1034,82;1017,72;33;1034,82;1003,06
625;29;1034,82;1031,21;24;1034,82;997,726;25;1034,82;1011,87;21;1034,82;983,335;30;1034,82;984,161;45;1034,82;866,06;36;1034,82;1008,16;30;1034,82;1019,79
626;17;1034,82;1009,73;32;1034,82;995,904;29;1034,82;1021,04;22;1034,82;1002,02;35;1034,82;998,356;44;1034,82;849,024;33;1034,82;1024,52;28;1034,82;1018,33
627;32;1034,82;1018,67;39;1034,82;1013,08;23;1034,82;988,613;21;1034,82;978,449;31;1034,82;969,283;36;1034,82;885,836;23;1034,82;1004,51;35;1034,82;1007,23
628;22;1034,82;1031,89;36;1034,82;1005,05;17;1034,82;1017,44;16;1034,82;991,885;35;1034,82;979,209;43;1034,82;848,998;35;1034,82;1012,84;36;1034,82;1015,82
629;26;1034,82;1015,55;28;1034,82;1006,04;30;1034,82;1008,6;25;1034,82;997,603;35;1034,82;978,468;37;1034,82;838,981;31;1034,82;1021,26;28;1034,82;1013,5
630;22;1034,82;1022,29;23;1034,82;1006,81;23;1034,82;1002,97;28;1034,82;991,408;39;1034,83;985,358;53;1034,82;851,703;26;1034,82;1003,21;26;1034,82;1014,46
631;19;1034,82;1022,68;31;1034,82;991,964;34;1034,82;1009,44;13;1034,82;990,863;31;1034,82;992,564;43;1034,82;826,655;44;1034,83;1010,33;25;1034,82;1005,81
632;24;1034,82;1020,09;31;1034,82;1014,22;28;1034,83;1002,23;31;1034,84;977,024;36;1034,82;979,924;48;1034,83;846,396;22;1034,82;990,124;20;1034,82;1008,48
633;18;1034,83;1022,25;34;1034,82;1003,65;24;1034,83;1010,36;23;1034,82;973,814;37;1034,83;978,895;37;1034,84;858,416;41;1034,84;1020,19;26;1034,84;1016,41
634;23;1034,83;1031,23;33;1034,83;1009,23;14;1034,82;993,237;28;1034,84;977,658;40;1034,84;974,799;50;1034,83;846,988;23;1034,83;1022,08;29;1034,84;1015,06
635;24;1034,82;1030,16;28;1034,83;1011,13;35;1034,83;986,682;27;1034,83;975,832;29;1034,83;979,077;44;1034,83;830,794;30;1034,83;998,173;23;1034,83;1015,89
636;32;1034,83;1017,48;27;1034,83;1014,08;33;1034,84;1010,03;24;1034,83;970,472;39;1034,83;982,057;43;1034,83;834,166;25;1036,81;990,715;17;1034,83;1011,01
637;29;1034,84;1001,08;34;1034,83;1012,81;21;1034,83;1022,24;18;1034,84;984,818;37;1034,83;972,254;41;1034,83;873,435;34;1034,83;1014,6;26;1034,83;988,148
638;27;1036,81;1028,16;28;1034,83;1005,53;25;1034,83;1008,04;31;1034,83;994,857;39;1034,83;987,425;34;1034,83;868,803;35;1034,83;1012,56;21;1034,83;1022,41
639;24;1034,83;1031,64;30;1034,83;1014,14;26;1034,83;1016,57;24;1034,83;984,857;27;1034,83;976,85;38;1034,83;843,061;44;1034,83;1012,7;27;1034,83;1013,69
640;26;1034,83;1028,77;20;1034,83;1010,74;19;1034,83;1000,74;27;1034,83;971,459;35;1034,83;995,689;48;1034,83;831,803;34;1034,83;1016,43;31;1034,83;1013,72
641;26;1034,83;1024,41;28;1034,83;998,998;19;1034,83;992,248;23;1034,83;993,243;44;1034,85;971,082;52;1034,83;851,817;23;1034,83;1007,71;25;1034,83;996,377
642;30;1034,85;1024,28;19;1034,83;1003,82;17;1034,83;1011,1;21;1034,83;957,9;29;1034,85;982,62;53;1034,83;828,342;39;1034,85;1022,04;32;1034,83;1013,19
643;23;1034,83;1023,18;32;1034,83;1000,6;27;1034,85;992,673;23;1027,85;950,865;32;1034,85;987,929;51;1034,85;845,365;23;1034,83;1015,91;29;1034,85;992,395
644;19;1034,83;1021,85;29;1034,83;1003,36;29;1034,84;1005,14;26;1034,85;995,435;37;1034,84;965,362;43;1034,83;827,474;29;1034,85;1022,34;28;1034,85;1020,04
645;27;1034,84;1015,31;27;1034,84;999,201;32;1034,85;1011,21;26;1034,84;990,902;34;1034,83;979,571;38;1034,84;851,144;26;1034,85;1011,49;30;1034,85;1000,75
646;22;1034,85;1027,91;25;1034,85;1009,93;22;1034,85;1011,01;18;1034,81;978,465;41;1034,85;992,924;45;1034,85;852,032;40;1034,85;1000,53;27;1034,85;1022,86
647;42;1034,85;1025,54;31;1034,85;1003,69;20;1034,84;1017,04;18;1034,84;981,16;24;1034,85;981,38;41;1034,85;844,308;33;1034,85;1007,92;31;1034,85;1001,85
648;19;1034,85;1017,67;30;1034,85;991,223;27;1034,85;1019,03;34;1034,85;989,134;34;1034,85;986,631;39;1034,85;869,413;29;1034,85;1024,01;28;1034,85;1015,41
649;22;1034,85;1011,02;25;1034,85;1014,21;20;1034,85;1017,8;29;1034,85;994,485;35;1034,85;966,612;50;1034,85;858,558;31;1034,85;1020,98;28;1034,85;1013,74
650;26;1034,85;1021,56;29;1034,85;1003,38;27;1034,85;1022,13;21;1034,85;971,024;35;1034,85;987,68;40;1034,85;877,051;32;1034,85;1012,54;30;1034,85;1015,78
651;26;1034,85;1022,98;29;1034,85;1004,1;28;1034,85;1021,02;26;1034,85;981,758;33;1034,85;977,41;47;1034,85;840,636;18;1034,85;1026,73;33;1034,85;1024,1
652;26;1034,85;1021,89;21;1034,85;1008,48;27;1034,85;1016,24;33;1034,85;978,446;27;1034,85;949,68;45;1034,85;867,483;28;1036,81;1012,47;33;1034,85;1003,28
653;24;1036,81;1013,15;31;1034,85;1003,07;21;1034,85;1023,41;21;1034,88;993,557;35;1034,85;977,712;52;1034,85;861,21;28;1036,81;998,486;28;1034,85;1020,86
654;23;1036,82;1013,13;36;1034,86;1013,49;16;1034,85;1017,92;23;1034,85;1002,69;41;1034,86;986,04;48;1036,81;851,84;32;1034,85;1010,29;21;1034,85;1015,98
655;24;1034,85;1014,61;27;1034,85;1001,81;33;1034,85;1013,66;20;1034,85;991,597;40;1034,86;995,88;39;1034,85;853,84;33;1038,8;1013,93;24;1036,78;1005,61
656;24;1036,81;1031,41;18;1034,85;1011,18;29;1034,85;1014,89;21;1034,86;987,293;41;1034,85;976,489;49;1034,86;845,742;29;1038,8;1019,52;29;1034,85;1023,19
657;19;1036,81;1021,37;34;1038,79;1014,43;31;1034,85;1003,61;22;1034,86;982,6;42;1036,81;966,011;37;1038,79;857,188;28;1038,79;1013,63;27;1036,81;1009,36
658;22;1038,79;1029,71;32;1038,79;1006,19;22;1034,85;1013,11;25;1036,81;973,267;37;1038,79;987,798;44;1038,8;839,069;28;1038,79;1021,25;30;1038,79;1021,35
659;31;1038,8;1019,38;26;1038,8;996,264;27;1038,79;1024,06;21;1038,8;991,437;46;1038,8;988,405;41;1038,8;836,922;23;1038,8;1017,89;25;1038,79;1008,63
660;39;1038,79;1034,48;26;1038,79;1004,16;25;1038,79;1017,47;18;1038,8;974,025;35;1038,8;978,377;48;1038,8;886,385;24;1038,79;1025,98;25;1038,8;1015,76
661;31;1038,8;1019,99;32;1038,8;1014,66;26;1038,8;1015,53;18;1038,8;984,586;42;1038,8;988,013;34;1038,79;809,947;34;1038,8;1022,44;23;1038,8;1020,53
662;22;1038,8;1022,15;25;1038,8;1003,65;24;1038,8;1012,89;19;1038,8;986,809;43;1038,8;961,962;47;1038,8;843,398;34;1038,8;1008,73;26;1038,8;1022,5
663;28;1038,8;1018,87;33;1038,8;1003,76;28;1038,8;1014,39;23;1038,8;988,39;27;1038,8;967,115;40;1038,8;834,999;36;1038,8;1017,72;25;1038,8;1024,17
664;22;1038,8;1033,48;37;1038,8;1014,01;27;1038,8;1013,04;21;1038,8;984,619;34;1038,8;968,206;43;1038,8;874,353;39;1038,8;1023,41;17;1038,8;1027,41
665;23;1038,8;1025,35;30;1038,8;1011,15;24;1038,81;1018,97;29;1038,8;969,111;26;1038,8;991,033;45;1038,8;848,499;33;1038,8;1023,69;30;1038,8;1010,74
666;26;1038,8;1022,25;30;1038,8;996,814;22;1038,8;1023,05;35;1038,8;977,723;28;1038,8;974,278;42;1038,8;851,117;30;1038,81;1027,47;27;1038,8;999,942
667;23;1038,8;1024,14;27;1038,8;1007,43;21;1038,8;1028,25;21;1038,8;991,611;33;1038,8;989,317;51;1038,8;838,94;35;1038,8;1021,03;29;1038,8;1009,2
668;25;1038,8;1024,94;17;1038,8;972,104;26;1038,8;1007,22;20;1038,8;979,568;39;1038,8;990,66;51;1038,8;835,731;30;1038,8;1022,82;32;1038,8;1028,06
669;24;1038,8;1036,68;25;1038,8;983,79;32;1038,8;1017,65;31;1038,8;971,272;31;1038,8;1003,41;40;1038,8;850,005;30;1038,8;1023,16;27;1038,8;1020,02
670;18;1038,8;1026,19;37;1038,8;1003,37;19;1038,8;1025,82;21;1038,8;995,438;33;1038,8;985,195;49;1038,8;849,739;29;1038,8;1029,49;34;1038,8;1017,8
671;28;1038,8;1027,69;21;1038,8;1009,84;24;1038,8;1023,66;17;1038,8;996,529;39;1038,8;981,793;45;1038,8;845,698;35;1038,8;1012,28;31;1038,8;1009,97
672;24;1038,8;1033,52;25;1038,8;1016,94;27;1038,8;1007,49;31;1038,8;985,894;32;1038,8;995,056;53;1038,8;867,092;21;1038,8;1014,11;27;1038,8;1016,62
673;30;1038,8;1034,52;25;1038,8;1002,34;23;1038,81;1015,04;30;1038,8;989,363;41;1038,8;975,157;38;1038,8;807,242;22;1038,8;1026,27;31;1038,8;1021,27
674;24;1038,81;1033,69;24;1038,8;1008,11;21;1038,8;1016;23;1038,8;996,681;33;1038,81;994,653;53;1038,8;848,664;32;1038,81;1012,93;30;1038,8;1004,67
675;21;1038,8;1034,77;37;1038,81;1010,67;22;1038,81;1012,11;26;1038,81;964,627;32;1038,81;992,927;46;1038,81;826,003;28;1038,81;1009,92;28;1038,81;1019,6
676;18;1038,81;1023,99;22;1038,81;1009,33;38;1038,81;994,563;30;1038,81;956,717;32;1038,81;996,911;42;1038,81;842,09;27;1038,81;1027,72;31;1038,81;1017,72
677;33;1038,81;1012,78;23;1038,81;1007,59;18;1038,81;1023,61;24;1038,82;990,532;28;1038,81;945,957;47;1038,81;835,688;30;1038,81;1021,6;37;1038,81;1010,01
678;33;1038,81;1017,39;31;1038,81;994,659;27;1038,81;1004,97;20;1038,81;1000,25;18;1038,81;1000,99;38;1038,81;853,733;41;1038,81;1000,82;32;1038,81;1016,66
679;27;1038,81;1033,62;31;1038,81;1010,39;28;1038,81;1015,2;23;1038,81;993,12;32;1038,81;992,779;44;1038,81;873,667;26;1038,81;1012,21;29;1038,81;1018,78
680;25;1038,81;1005,81;24;1038,81;1004,05;31;1038,81;1020,24;27;1038,81;969,387;28;1038,81;979,495;44;1038,81;846,296;31;1038,81;1028,31;30;1038,81;1020,75
681;22;1038,81;1017,3;18;1038,81;1002,26;28;1038,81;1022,93;20;1038,81;983,744;42;1038,81;976,416;36;1038,81;827,736;42;1038,81;1018,07;32;1038,81;1010,95
682;16;1038,81;1006,43;22;1038,81;1012,88;33;1038,81;1003,6;24;1036,83;971,751;35;1038,81;989,396;49;1038,81;821,682;34;1038,81;1015,57;27;1038,81;1020,61
683;34;1038,81;1032,88;36;1038,81;1003,51;31;1038,81;1008,12;25;1038,81;941,819;23;1038,81;955,883;37;1038,81;878,163;27;1038,81;1022,65;27;1038,81;1011,09
684;27;1038,81;1027,46;33;1038,81;1011,36;22;1038,81;1014,1;24;1038,81;979,923;33;1038,81;995,065;41;1038,81;889,382;35;1038,81;1017,74;25;1038,81;1017,48
685;21;1038,81;1026,18;34;1038,81;1006,47;23;1038,81;1012,83;18;1038,81;982,085;40;1038,81;992,354;38;1038,81;829,051;31;1038,81;1026,53;35;1038,81;1026,72
686;22;1038,81;1014;30;1038,81;1004,54;23;1038,82;1025,97;21;1038,81;975,256;30;1038,81;994,118;47;1038,81;834,495;28;1038,81;1014,56;39;1038,81;1017,85
687;22;1038,81;1026,9;17;1038,81;1015,31;27;1038,81;998,216;21;1038,81;984,87;38;1038,81;980,8;61;1038,81;845,054;24;1038,81;1010,44;30;1038,81;1002,87
688;26;1038,81;1031,47;31;1038,81;1013,64;26;1038,81;1004,08;21;1038,81;1000,33;33;1038,81;955,273;44;1038,81;863,234;30;1038,81;1005,19;29;1038,81;1008,54
689;23;1038,81;1031,99;20;1038,81;1010,99;29;1038,81;1010,02;29;1038,81;982,347;34;1038,81;994,579;43;1038,81;842,456;31;1038,81;1017;31;1038,81;1006,24
690;21;1038,81;1022,53;26;1038,81;1000,4;36;1038,81;1011,67;29;1038,81;980,986;37;1038,81;973,112;44;1038,81;847,97;27;1038,81;1013,65;20;1038,81;1026,8
691;28;1038,81;1025,97;29;1038,81;1020,27;31;1038,81;993,808;29;1038,81;995,161;35;1038,81;985,351;26;1038,81;826,867;34;1038,81;1007,46;28;1038,81;1021,6
692;26;1038,81;1027,01;27;1038,81;1008,95;24;1038,81;1003,1;17;1038,81;972,443;36;1038,81;988,89;50;1038,81;842,995;29;1038,81;1020,97;31;1038,81;1016,29
693;20;1038,81;1013,41;31;1038,81;986,064;28;1038,81;1007,01;32;1038,81;975,871;26;1038,81;985,942;39;1038,81;855,609;32;1038,81;1020,56;32;1038,81;1017,47
694;19;1038,81;1012,79;27;1038,81;1012,06;29;1038,81;1011,75;20;1038,81;998,489;36;1038,81;973,437;46;1038,81;834,236;29;1038,81;1022,61;34;1038,81;1021,36
695;31;1038,81;1021,89;26;1038,81;1012,63;29;1038,81;1013,28;22;1038,81;984,697;36;1038,82;977,497;41;1038,81;825,312;25;1038,81;1000,32;30;1038,81;1016,71
696;24;1038,81;1016,78;36;1038,81;1005;21;1038,81;1022;23;1038,81;987,777;32;1038,82;982,184;42;1038,82;831,054;37;1038,81;1016,31;25;1038,81;1017,64
697;26;1038,81;993,658;37;1038,82;1008,37;32;1038,81;1013,67;26;1038,81;984,976;32;1038,81;980,277;36;1038,82;831,633;29;1038,82;1029,85;22;1038,81;1023,71
698;19;1038,82;1021,51;39;1038,82;1016,29;26;1038,82;1016,19;18;1038,81;961,902;32;1038,82;989,597;40;1038,82;880,82;29;1038,82;1012,41;37;1038,82;1007,67
699;20;1038,82;1013,91;25;1038,82;1013,7;30;1038,82;1020,92;30;1038,82;995,874;34;1038,82;984,617;46;1038,82;864,923;29;1038,82;1027,26;26;1038,82;1001,91
700;23;1038,82;1033,19;40;1038,82;1010,99;16;1038,82;1021,9;31;1038,82;978,005;27;1038,82;989,733;37;1038,82;876,904;36;1038,82;1013,73;30;1038,82;1006,55
701;28;1038,82;1023,63;39;1038,82;1018,24;28;1038,82;1015,48;20;1038,82;982,354;25;1038,82;978,612;49;1038,82;844,805;32;1038,82;1021,12;19;1038,82;1016,57
702;20;1038,82;1019,31;28;1038,82;1012,33;19;1038,82;1001,89;23;1038,82;977,971;42;1038,82;989,814;52;1038,82;845,039;30;1038,82;998,738;26;1038,82;997,918
703;26;1038,82;1016,53;34;1038,82;989,741;22;1038,82;1020,02;27;1038,82;988,241;29;1038,82;977,94;48;1038,82;867,273;30;1038,82;1014,97;24;1038,82;1007,84
704;29;1038,82;1017,43;22;1038,82;1002,14;29;1038,82;1006,67;22;1038,82;972,627;44;1038,82;996,017;44;1038,82;818,769;24;1038,82;1027,26;26;1038,82;1015,6
705;23;1038,82;1018,93;31;1038,82;1006,95;23;1038,82;1010,78;28;1038,82;962,581;40;1038,82;964,725;43;1038,82;854,988;20;1038,82;998,005;32;1038,82;1018,94
706;27;1038,82;1026,65;21;1038,82;999,831;16;1038,82;1014,89;26;1038,82;968,043;33;1038,82;984,833;46;1038,82;872,362;44;1038,82;1019,84;27;1038,82;1020,92
707;26;1038,82;1010,36;22;1038,82;1017,74;29;1038,82;1020,64;30;1038,82;993,282;29;1038,82;983,785;48;1038,82;868,312;32;1038,82;1019,03;24;1038,82;1013,07
708;24;1038,82;1014,48;33;1038,82;994,404;24;1038,82;1007,13;20;1038,82;985,514;41;1038,82;1001,75;39;1038,82;846,633;33;1038,82;1029,61;26;1038,82;1023,29
709;29;1038,82;1033,7;26;1038,82;1003,28;26;1038,82;1023,89;27;1038,82;971,7;49;1038,82;980,965;33;1038,82;878,341;22;1038,82;1007,99;28;1038,82;1006,54
710;23;1038,82;1034,59;21;1038,82;1011,4;30;1038,82;1021,06;31;1038,82;980,608;42;1038,82;999,425;35;1038,82;847,615;34;1038,82;1023,02;24;1038,82;1017,92
711;28;1038,82;1028,78;26;1038,82;1009,28;25;1038,82;1019,38;22;1038,82;994,451;30;1038,82;987,903;52;1038,82;841,407;29;1038,82;1018,56;28;1038,82;1011,83
712;18;1038,82;1022,43;29;1038,82;1008,59;24;1038,82;1026,39;41;1038,82;966,355;31;1038,82;995,769;46;1038,82;830,177;27;1038,82;1003,8;24;1038,82;1009,41
713;29;1038,82;1026,29;34;1038,82;1006,06;30;1038,82;1001,87;21;1038,82;986,376;28;1038,82;975,605;37;1038,82;833,029;32;1038,82;1008,96;29;1038,82;1007,87
714;24;1038,82;1022,76;27;1038,82;1011,64;31;1038,82;1008,56;26;1038,82;996,109;34;1038,82;984,023;52;1038,82;881,308;26;1038,82;1008,75;20;1038,82;1005,45
715;26;1038,82;1023,4;35;1038,82;1019,37;27;1038,82;1025,26;22;1038,82;988,197;36;1038,82;992,967;40;1038,82;869,831;31;1038,82;1015,45;23;1038,82;1013,18
716;25;1038,82;1031,12;36;1038,82;1001,87;26;1038,82;1024,18;30;1038,82;985,768;33;1038,82;995,682;36;1038,82;837,483;26;1038,82;1008,95;28;1038,82;1013,24
717;23;1038,82;1027,46;27;1038,82;1015,43;27;1038,82;1006,6;26;1038,82;980,26;33;1038,82;978,701;40;1038,82;885,912;39;1038,82;1015,36;25;1038,82;1016,03
718;25;1038,82;1028,99;33;1038,82;1012;21;1038,82;1022,65;27;1038,82;966,765;36;1038,82;985,829;38;1038,82;862,937;33;1038,82;1022,62;27;1038,82;1014,29
719;32;1038,82;1028,5;30;1038,82;1013,64;25;1038,82;997,136;19;1038,82;985,77;31;1038,82;988,613;48;1038,82;855,315;28;1038,82;1013,13;27;1038,82;1019,96
720;25;1038,82;1016,81;33;1038,82;1012,58;23;1038,82;1026,32;27;1038,82;956,256;30;1038,82;975,161;44;1038,82;846,344;25;1038,82;1020,48;33;1038,82;1020,22
721;19;1038,82;1034,47;35;1038,82;1008,88;34;1038,82;1007,26;22;1038,82;980,169;22;1038,82;969,209;49;1038,82;839,382;29;1038,82;1012,31;30;1038,82;1006,85
722;17;1038,82;1035,55;30;1038,82;1002,9;16;1038,82;1000,14;21;1038,82;985,711;38;1038,82;981,502;37;1038,82;844,706;48;1038,82;1011,63;33;1038,82;1020,45
723;15;1038,82;1032,5;27;1038,82;998,76;25;1038,82;1011,03;26;1038,82;991,576;33;1038,82;979,305;53;1038,82;866,127;29;1038,82;1026,75;32;1038,82;1012,32
724;21;1038,82;1031,86;26;1038,82;1014;20;1038,82;1022,9;23;1038,82;973,397;34;1038,82;971,965;59;1038,82;859,016;26;1038,82;1022,15;31;1038,82;1019,67
725;21;1038,82;1033,93;30;1038,82;1008,16;30;1038,82;1004,35;28;1038,82;976,851;32;1038,82;994,855;49;1038,82;840,164;33;1038,82;1007,61;17;1038,82;1022,74
726;27;1038,82;1011,35;31;1038,82;1013,29;23;1038,82;1012;23;1038,82;977,35;29;1038,82;983,057;50;1038,82;852,933;32;1038,82;1025,58;25;1038,82;1004,28
727;28;1038,82;1019,46;22;1038,82;1005,14;33;1038,82;1020,1;26;1038,82;985,003;34;1038,82;978,834;40;1038,82;868,796;29;1038,82;1011,2;28;1038,82;1017,47
728;20;1038,82;1031,21;38;1038,82;1014,63;34;1038,82;1021,15;26;1038,82;996,792;28;1038,82;965,12;42;1038,82;877,63;28;1038,82;1012,58;24;1038,82;1021,41
729;21;1038,82;1021,01;30;1038,82;1013,04;30;1038,82;1014,08;31;1038,82;990,49;27;1038,82;989,15;40;1038,82;842,468;33;1038,82;1022,68;28;1038,82;1028,96
730;17;1038,82;1008,47;24;1038,82;1006,7;24;1038,82;997,941;18;1038,82;981,613;28;1038,82;985,119;52;1038,82;843,166;36;1038,82;1011,88;41;1038,82;1020,43
731;21;1038,82;1023,95;18;1038,82;995,044;24;1038,82;1014,67;30;1038,82;967,902;44;1038,82;976,464;43;1038,82;835,37;34;1038,82;1010,86;26;1038,82;1015,16
732;24;1038,82;1000,25;24;1038,82;1010,99;19;1038,83;1021,29;25;1038,82;985,466;38;1038,82;976,749;48;1038,82;822,335;30;1038,82;1018,52;32;1038,82;1004,45
733;23;1038,82;1013,73;34;1038,82;1008,12;29;1038,82;1019,45;21;1038,82;986,344;31;1038,82;947,34;47;1038,82;824,32;32;1038,82;1007,07;23;1038,82;1025,2
734;26;1038,82;1018,12;29;1038,82;1009,15;24;1038,82;992,931;27;1038,82;988,715;36;1038,82;983,321;45;1038,82;843,856;36;1038,82;1029,87;17;1038,82;997,403
735;23;1038,82;1025,24;30;1038,82;994,201;20;1028,84;1017,64;35;1038,82;981,935;24;1038,83;991,26;43;1038,82;861,644;40;1038,82;1012,87;25;1038,82;1008,25
736;27;1038,82;1034,23;21;1038,82;1007,19;28;1038,82;1019,11;31;1038,82;967,339;22;1038,82;997,655;51;1038,82;858,924;29;1038,82;1004,93;31;1038,82;1021,26
737;22;1038,82;1026,43;33;1038,82;1007,65;27;1038,82;1023,66;14;1038,82;980,614;39;1038,82;975,199;36;1038,82;846,839;31;1038,82;1028,5;38;1038,82;1008,62
738;29;1038,82;1018,3;24;1038,82;1017,51;32;1038,82;1002,44;15;1038,83;986,86;28;1038,82;995,903;49;1038,82;853,686;35;1038,82;1022,06;28;1038,82;1014,61
739;19;1038,82;1013,54;29;1038,82;1019,81;39;1038,82;1012;26;1038,82;979,087;37;1038,82;988,179;38;1038,82;843,664;23;1038,82;1029,69;29;1038,82;1010,12
740;18;1038,82;1020,47;19;1038,82;1014,59;34;1038,82;1016,63;30;1038,82;991,758;35;1038,82;987,522;47;1038,82;865,108;22;1038,82;1020,2;35;1038,82;1015,53
741;25;1038,82;1028,18;30;1038,82;1008,07;34;1038,82;998,554;18;1038,82;988,438;37;1038,82;1006,25;48;1038,82;840,408;24;1038,82;1022,7;24;1038,82;1021,37
742;24;1038,82;1005,7;31;1038,82;1011,98;19;1038,82;1017,79;19;1038,82;967,188;37;1038,82;983,334;48;1038,82;855,324;38;1038,82;1006,5;24;1038,82;1016,2
743;18;1038,82;1030,9;31;1038,82;1001,76;29;1038,82;1003,4;24;1038,82;971,269;34;1038,82;1003,02;43;1038,82;840,781;29;1038,82;1011,27;32;1038,82;1004,72
744;22;1038,82;1007,98;42;1038,82;1003,89;27;1038,82;1005,9;20;1038,82;987,642;26;1038,82;983,742;42;1038,82;819,37;31;1038,82;1017,67;30;1038,82;1011,34
745;30;1038,82;1018,36;32;1038,82;1001,17;24;1038,82;1015,11;27;1038,82;996,765;29;1038,82;990,865;49;1038,82;827,398;30;1038,82;1006,21;19;1038,82;1009,12
746;21;1038,82;1007,94;31;1038,82;1001,75;24;1038,82;995,286;19;1038,82;970,776;36;1038,82;963,575;41;1038,82;840,698;40;1038,82;1018,12;28;1038,82;1013,31
747;27;1038,82;1017,99;28;1038,82;988,524;21;1038,82;1017,54;30;1038,82;976,869;44;1038,82;977,422;35;1038,82;842,717;23;1038,82;1012,74;32;1038,82;1020,01
748;30;1038,82;1028,46;21;1038,82;1013,34;36;1038,82;1013,32;26;1038,82;967,824;30;1038,82;999,055;44;1038,82;880,584;26;1038,82;1003,46;27;1038,82;1012
749;28;1038,82;1028,64;30;1038,82;1010,13;23;1038,82;1006,61;32;1038,82;985,724;28;1038,82;984,448;51;1038,82;849,435;24;1038,82;1012,23;24;1038,82;1005,65
750;27;1038,82;1010,85;34;1038,82;995,002;22;1038,82;1021,4;22;1038,82;996,433;31;1038,82;968,875;45;1038,82;846,754;31;1038,82;1015,5;28;1038,82;1012,15
751;23;1038,82;1016,47;30;1038,82;997,083;24;1038,82;1006,76;29;1038,82;963,977;27;1038,82;980,831;43;1038,82;852,261;38;1038,82;1014,81;26;1038,82;1014,53
